8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209217	0.114847	8.44818	0.251553	8.45	0.25	-3.00027	0
8.47145	0.257324	-0.00881417	0.102681	8.56759	0.241943	8.45	0.25	0	0
8.46418	0.25836	-0.0119428	0.103167	8.45582	0.253997	8.45	0.25	0	0
8.37471	0.26926	-1.12865	0.161909	8.42544	0.254042	8.35	0.25	-1.81979	0
8.29031	0.26898	-1.14594	0.163046	8.23962	0.24916	8.25	0.25	-1.81978	0
8.08203	0.282319	-2.57336	0.222497	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.92648	0.261604	-2.59905	0.224517	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.75481	0.262754	-2.92245	0.223853	7.61269	0.155818	7.7	0.15	-2.99982	0
7.59475	0.252516	-2.93844	0.206983	7.54016	0.159641	7.55	0.15	-2.99982	0
7.49088	0.258899	-2.41366	0.156828	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.35599	0.231759	-2.41354	0.153899	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.20175	0.22412	-2.613	0.142452	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.05863	0.190781	-2.60979	0.075124	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.96163	0.189009	-2.13278	0.0271954	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84665	0.137888	-2.12896	0.0191922	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.74509	0.107941	-2.07753	-0.00672401	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.6428	0.0415799	-2.07503	-0.125571	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.61372	0.023122	-1.45185	-0.243234	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.54635	-0.0521348	-1.43843	-0.252722	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.52824	-0.0758229	-0.90187	-0.399127	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.47859	-0.180027	-0.895994	-0.419558	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.4106	-0.209854	-1.08275	-0.553503	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.33852	-0.319539	-1.10049	-0.575304	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.45835	-0.37172	0.358221	-0.82175	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.46323	-0.506581	0.335889	-0.849578	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.44613	-0.557286	0.0148514	-1.02325	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.41798	-0.698014	-0.0332215	-1.04352	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.51808	-0.76671	0.779543	-1.28601	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.52683	-0.918419	0.727972	-1.30801	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.56676	-1.0013	0.682491	-1.51314	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.56623	-1.17035	0.614749	-1.54825	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.66806	-1.27154	1.12067	-1.7849	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.68369	-1.45121	1.03712	-1.82016	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.74202	-1.55415	1.0194	-2.02409	6.46536	-3.00452	6.45	-3	0	-2.99754
6.73804	-1.73358	0.920937	-2.04838	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.84314	-1.8604	1.30086	-2.27187	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.85541	-2.05885	1.19198	-2.30688	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.98232	-2.20052	1.62806	-2.51975	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
7.02178	-2.40757	1.53522	-2.5553	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
7.11092	-2.55904	1.46617	-2.72448	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
7.13697	-2.77199	1.36463	-2.75824	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
7.21579	-2.93347	1.31197	-2.91365	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
7.22969	-3.15016	1.20319	-2.94423	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
7.26797	-3.319	0.855732	-3.06096	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.26838	-3.53399	0.768227	-3.08753	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.2922	-3.72136	0.80378	-3.15159	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.31567	-3.95834	0.794799	-3.38909	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.37366	-4.21198	0.944525	-3.9601	7.31379	-5.05204	7.25	-5	1.81907	-2.72861
7.41227	-4.49281	0.884096	-4.16287	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.44059	-4.72829	0.599065	-4.19595	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.47229	-4.99291	0.594668	-4.2111	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.50608	-5.22368	0.507622	-4.15374	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.55214	-5.46922	0.54181	-4.19206	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.57472	-5.69979	0.391566	-4.23528	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.61497	-5.93451	0.422949	-4.2291	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.64139	-6.15884	0.493573	-4.41424	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.69671	-6.37238	0.4981	-4.40657	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
7.72889	-6.58686	0.50332	-4.07977	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
7.79123	-6.7815	0.501929	-3.99943	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
7.81496	-6.96368	0.509924	-3.68986	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
7.87357	-7.11822	0.508123	-3.5475	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
7.90152	-7.27618	0.47285	-3.3215	8.25647	-6.78122	8.35	-6.85	1.81994	-1.81993
7.97738	-7.38442	0.636247	-3.10002	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.02015	-7.51436	0.684669	-3.00076	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.13277	-7.57279	0.994435	-2.69488	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.1905	-7.76375	1.11976	-3.10799	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.29051	-7.8589	1.10678	-2.99889	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.35205	-8.01521	1.01671	-2.88559	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.44561	-8.12306	1.03985	-2.8803	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.50101	-8.26704	1.08777	-2.86661	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
8.5885	-8.37129	1.10452	-2.86889	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
8.63362	-8.52325	0.883867	-2.82233	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
8.71431	-8.63529	0.936728	-2.80799	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
8.76542	-8.77945	0.972673	-2.84716	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
8.83917	-8.88402	0.973836	-2.79168	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
8.89358	-8.99918	0.991218	-2.3969	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
8.96801	-9.08738	1.00011	-2.29437	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.02526	-9.30706	1.08685	-3.23729	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.10338	-9.42608	1.08786	-3.13328	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.15049	-9.53092	0.928184	-2.73612	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.22453	-9.61816	1.01241	-2.60992	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.26997	-9.72292	0.933106	-2.44968	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.34846	-9.80341	1.06254	-2.32175	9.54779	-9.64959	9.55	-9.65	0	-3.0002
